prediction,target
-0.38950518,-0.16916889
-0.4047872,1.2499784
-0.3981358,-0.6238317
-0.38956004,0.23129147
-0.40728366,1.9654506
-0.38396713,1.5257733
-0.391187,0.257755
-0.37704447,1.0851393
-0.3878457,-1.0886973
-0.36172682,0.24468267
-0.37802824,-0.3898047
-0.3999024,-1.0886973
-0.3716379,-0.71884537
-0.40206105,-0.21763225
-0.40299082,-0.63499105
-0.3831215,-0.4041524
-0.38761836,0.42642024
-0.34155458,-0.5438034
-0.3972518,0.77331585
-0.39099023,-0.77017826
-0.38806057,-1.018553
-0.39724687,1.4855996
-0.34627593,2.0677977
-0.38823536,-1.063828
-0.32369643,-0.6129912
-0.39003402,0.27082738
-0.3752055,-1.0226979
-0.36975104,0.3770004
-0.42839998,-0.07957545
-0.3970182,-0.57122344
-0.43075442,-0.5530497
-0.39649424,-1.0886973
-0.25539312,-1.0246109
-0.2506343,1.5273675
-0.25223866,-0.996872
-0.23127182,-0.90058297
-0.19466425,-0.24441463
-0.24353592,0.9218943
-0.2436174,2.1876807
-0.205898,-0.9343798
-0.17972052,1.563715
-0.21912299,-0.71916425
-0.24974586,-0.35377604
-0.29596242,-0.7803811
-0.2515721,-0.28076214
-0.14587334,1.9469581
-0.20593162,1.437774
-0.21379788,1.4648752
-0.20041108,0.34639195
-0.26266775,-1.0670164
-0.24356346,-0.30658802
-0.27530113,0.8711991
-0.25151533,-0.030793257
-0.2320093,0.07952464
-0.3057752,-1.077538
-0.26512182,-0.8036563
-0.21651424,0.28517509
-0.2917416,1.7884957
-0.19752735,0.5086804
-0.25111285,-1.0450165
-0.20780133,-0.14589372
-0.25854316,-1.0886973
-0.24379845,-0.7583813
-0.22497769,1.9641753
-0.042393375,-0.49055746
-0.03713644,0.64323
0.009335451,-1.0886973
-0.048451263,-0.7312801
0.096342996,-0.281081
0.00072844326,0.25042173
0.08776006,0.15508923
0.1601688,1.7298294
0.06621209,-1.0886973
0.007343121,0.54789746
-0.027322832,0.12766917
-0.03654362,-0.84701824
-0.035184447,-0.61522305
0.03285994,-0.75646824
0.08444433,-0.7022658
