prediction,target
-0.16339353,-0.6859221
0.55709004,-0.58797395
-0.15926135,-0.46921182
-0.05468487,-0.88090014
0.16327423,2.5503461
-0.04438042,-0.9589526
0.09917286,0.23479053
0.27520004,-0.9246707
0.29054415,-0.28708947
-0.15598133,-0.022323368
0.46295926,-0.810806
0.2514198,-0.22311708
-0.11187861,-0.90691763
0.27874312,2.4257684
0.31656662,-0.9375264
0.50357026,-0.71010303
0.5570975,2.258032
0.24825081,-0.90171415
0.2831684,0.30121163
-0.04292366,-0.696023
-0.05486598,-0.6944926
0.2732697,-0.73734486
0.54687256,1.2203938
0.29385272,0.7490183
0.6482781,2.5240226
-0.15862435,-0.12516893
0.3023619,-0.022323368
0.31716627,1.2855905
0.5388887,-0.4441126
0.26455346,0.49190444
0.71684223,2.1202924
0.29081565,1.1527483
0.2878699,3.145687
0.3143186,-0.96507436
0.20232853,-0.54971296
0.34271857,-0.35810187
0.1545288,-0.9552795
-0.009967148,-0.7593832
0.5800978,0.19010168
0.79034114,3.0465147
0.38874647,1.7067676
-0.1273413,-0.23658495
0.19806409,-0.31371912
0.7903445,0.57760906
0.3847392,-0.54757035
-0.029088035,-0.7180613
-0.121647425,0.584343
0.29645783,0.12888409
0.22204927,-0.8603923
0.15789306,0.48731312
0.2920933,-0.022323368
0.392933,0.09490833
-0.038609356,-0.6494976
0.5921252,1.3859874
0.22127622,0.5916891
0.74545825,1.5775985
0.0063423365,-0.96507436
-0.034939177,0.025120268
-0.020082824,-0.95589167
0.027984506,-0.96507436
-0.006634794,-0.96507436
0.3439491,3.1487482
0.23245192,0.023895916
0.3206636,0.5258802
0.5321868,2.202018
0.36643875,-0.35228622
0.4305669,-0.14292203
-0.103361696,0.22928095
0.39617407,-0.23321798
0.39519924,-0.344634
0.3633299,-0.60052353
0.18051767,-0.4744153
0.36966586,-0.38748634
0.39774758,0.5522038
-0.007751599,0.49190444
-0.011571974,1.9142953
0.042450946,-0.95160645
0.40069687,-0.11170106
0.07667434,-0.74805796
0.3861919,1.2641644
0.3719613,1.0128661
0.2737739,0.7820758
0.42789787,1.7089102
0.33171338,-0.80499035
0.4186471,0.14235197
0.65217465,0.37620318
0.37844884,-0.89161325
-0.020501181,-0.619501
0.14170256,0.403445
0.5811935,-0.38656807
-0.104934916,-0.16526645
0.64282805,0.14816764
0.36801755,-0.15057424
0.37761545,1.6412648
0.7310402,-0.67184204
0.75437754,-0.9586465
0.36240983,1.4211875
-0.121928126,-0.37493673
0.3642625,-0.71561265
0.7593702,-0.34096095
0.683523,-0.15363511
0.3154173,-0.7125518
-0.03507861,2.1202924
-0.053991523,-0.7881555
0.3750749,-0.8766149
0.36091545,-0.12057761
0.3148614,-0.5472643
0.41185564,2.2917018
0.76653343,-0.5996053
0.41310447,1.5840263
0.35315147,-0.46064135
0.37082973,1.9589841
0.62529063,-0.96507436
0.24533449,-0.8395783
0.4214783,-0.89620453
-0.009688664,-0.18975349
0.35843825,-0.96507436
-0.01798198,1.1992737
0.33542794,-0.96507436
0.35281515,-0.31004608
0.13732778,-0.86498356
0.69012785,-0.612461
0.3270874,-0.5365512
-0.012777831,3.2283309
0.4069114,0.06338126
0.3762621,-0.5530799
0.4154865,0.090623096
-0.03822988,1.9115405
0.28386,-0.38748634
0.30295187,1.9969391
0.7209449,-0.51726764
-0.054139804,-0.96017694
0.71927845,0.23479053
0.2972851,-0.92558897
-0.10808857,-0.32535046
-0.042078625,0.42058593
-0.040067468,-0.96507436
0.3729022,-0.5206346
0.16673319,-0.2809677
-0.14846644,-0.81509125
0.2971507,0.1567381
0.5736749,0.8876762
0.2358462,-0.27943727
-0.07937956,-0.93477166
-0.13903825,-0.7244892
0.08883008,0.22438355
0.14759675,2.8487818
-0.06171382,-0.72724396
0.3061423,0.65964067
-0.15437388,0.037057698
0.69292974,0.08450133
0.36174914,0.7741175
0.27294415,-0.8435574
-0.043382984,-0.90691763
0.7287458,2.5405512
0.30850893,-0.08966272
0.3188493,-0.9323229
0.3106717,2.1062124
0.6735116,0.28070372
-0.068462,-0.08537749
0.2017327,-0.76183194
0.09685994,-0.40646377
0.27937,0.11786492
0.2311293,0.3345752
0.23887846,0.30733338
0.5483654,0.34804308
-0.15658617,-0.47104836
0.22586079,-0.73061097
0.22031018,-0.7079604
0.47695544,0.490374
0.19575411,1.694524
0.22905762,-0.69051343
0.21161595,-0.29535383
-0.22227058,-0.38718024
-0.1725648,-0.6834734
0.17638355,0.25897148
0.2599771,1.2687557
0.06052439,-0.5754243
0.21428132,-0.9491578
0.23059304,1.7459469
0.19147962,1.2632462
0.22363168,1.429758
0.23429991,-0.96507436
-0.14874722,-0.9274255
0.60504675,-0.016813785
0.5596123,1.113263
0.3726685,2.2460947
0.09892869,0.8341108
0.2777478,-0.18516217
-0.1655716,-0.1894474
0.23430544,0.034915082
0.23071031,2.3771002
0.1285697,-0.26199025
0.21211205,0.32263777
-0.07203281,-0.7572406
-0.059009183,1.3820083
0.33876655,-0.96507436
0.5475568,2.7202249
0.13770334,-0.8493731
-0.24845941,0.24978884
0.1644705,-0.7471397
0.30881855,-0.7927468
0.07708925,-0.86498356
-0.16799808,-0.96507436
-0.10458948,-0.73152924
0.108443126,1.0055201
0.32189482,0.8947162
0.20076032,0.026650708
-0.18500732,-0.7557102
0.00020838156,1.207232
-0.23795517,-0.8040721
0.5732955,-0.6776577
-0.020060595,-0.6562316
0.18045646,-0.88855237
0.1755693,-0.96507436
-0.16729656,-0.44013345
0.12517221,2.317413
-0.27975968,-0.7042874
0.47150537,1.725439
0.37968603,0.066136055
0.17038086,1.2549818
-0.082115516,0.72606176
0.20751773,3.0152936
-0.1735433,-0.42788994
0.11486977,-0.73734486
0.1008271,-0.28923208
0.08207272,-0.96384996
0.16719739,1.2632462
0.13106185,-0.54175466
0.29805785,-0.640315
0.35924417,0.94491464
-0.21747464,-0.96507436
-0.30635208,-0.4079942
0.16041821,1.1533606
0.041830428,0.08419525
-0.07206513,-0.7673415
0.31564316,0.6724963
0.105275825,-0.7079604
0.37630832,-0.19005957
0.23017108,1.9984695
-0.31212392,-0.42513514
0.21852064,-0.2760703
0.109790444,0.7049417
0.080666356,-0.33575746
-0.06553584,-0.23168755
-0.0845076,0.16592073
0.15523386,-0.41778904
0.36976218,-0.095784485
0.16924787,-0.3424914
0.1722706,1.2240669
0.31732896,0.4294625
0.1694697,0.7474879
0.37847745,0.86594397
0.012616951,0.33794218
0.16609575,3.2087414
0.12716304,1.2390652
0.1872505,0.8163577
0.0046693683,-0.4520709
0.08438883,-0.7774424
0.151638,0.7070843
0.08078198,1.6241238
-0.3013225,-0.6917378
-0.26477006,-0.15302293
0.09449104,-0.4156464
-0.11697552,-0.91701853
0.1035984,-0.96507436
0.07005336,-0.27270332
0.38652128,0.23479053
-0.3206684,-0.6375602
0.0672217,-0.9476273
0.19769043,-0.550019
0.072056994,0.32049516
0.14714026,1.9801042
0.050771236,-0.7624441
-0.027736872,1.1365258
0.093669266,1.1646858
-0.025301762,-0.14077942
0.08223849,-0.7348962
0.44311684,2.3602655
0.020790275,-0.5307355
-0.27894175,-0.96507436
-0.20383087,-0.7906042
0.27659127,2.2482371
-0.31748173,-0.13526984
-0.33474824,-0.6914317
0.14186475,-0.21577097
0.08874476,0.17724599
0.1586313,1.4582242
0.10293272,0.57485425
0.17189533,-0.61613405
0.04365868,-0.8007051
0.07442162,-0.13190286
-0.288964,-0.91610026
0.14477287,-0.55920166
0.07839979,0.43038076
0.07625283,-0.71561265
0.050468028,0.49190444
0.07468996,-0.96507436
-0.19949171,-0.96507436
-0.28441542,-0.66878116
0.32774818,2.5077999
-0.043437064,-0.19342655
0.45452943,3.3201573
0.23207289,0.5916891
0.07655041,-0.63052016
-0.037405647,-0.939669
0.03661034,1.2632462
-0.3370276,-0.022323368
-0.33501345,-0.88732797
0.061217017,2.463111
0.04828448,-0.5940957
-0.36675972,-0.9626256
-0.14325225,-0.7844824
0.087396875,3.2479205
0.07767983,-0.81937647
0.0073246434,-0.28770164
0.22627905,0.54944897
-0.31025225,-0.535939
0.07546899,-0.96507436
-0.3820487,-0.7428545
0.21158513,-0.4288082
-0.04909098,-0.4444187
-0.24731852,-0.9136516
0.25471967,0.32049516
0.41479838,0.76615924
-0.1525089,-0.30943388
-0.36026412,0.2357088
0.05136656,0.68810683
-0.3532902,-0.94670904
-0.4080159,-0.22403535
0.082249016,0.39395627
-0.34394193,-0.93568987
0.040170897,-0.5683843
-0.22398292,0.3428396
-0.15982108,-0.5977688
-0.036112472,1.4315945
-0.062378168,-0.72571355
-0.23229016,0.30702728
-0.42792326,-0.9329351
-0.33148193,-0.8971228
-0.42499262,-0.7572406
0.03977988,0.2761124
0.059521988,-0.7811155
0.06553514,-0.19893613
-0.40971673,-0.4079942
0.30342415,1.0180696
0.08962206,0.33886045
0.25495815,1.8500168
-0.044933707,1.5423983
-0.14366291,1.6369796
-0.296705,-0.96507436
0.056043454,-0.5408364
0.084614515,-0.96507436
0.122994006,-0.108028
0.24905664,-0.9491578
-0.41735935,0.2966203
-0.4253609,1.022661
0.2996926,-0.9099785
0.45718113,2.0961115
-0.148091,-0.23076928
-0.4193428,-0.8766149
-0.41431576,-0.8732479
0.062146243,-0.96507436
-0.38282657,-0.27943727
-0.39383265,-0.43339953
-0.023616005,-0.80590856
-0.15217389,-0.14230986
0.05919551,-0.34218532
-0.4217227,-0.74316055
0.1485584,0.6697416
0.34937158,1.9121526
0.120401904,0.60362655
0.19815157,-0.96507436
-0.15765727,-0.8163156
0.030298162,-0.94701517
-0.027094144,-0.17138821
0.02096637,2.379549
-0.41359156,-0.77774847
